,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
19976,Jubilation Lee (War Skrull) (Earth-616),,Bad,,,,,1.0,1991-06-01,1991.0,marvel
19977,Kalee Batrei (Earth-616),Public Identity,Bad,,Black,Female,,1.0,1991-05-01,1991.0,marvel
19978,Katinka (Earth-616),No Dual Identity,,,White,Female,,1.0,1991-11-01,1991.0,marvel
19979,Koln (Earth-616),,Neutral,Yellow,No,,,1.0,1991-07-01,1991.0,marvel
19980,Kyral (Earth-616),No Dual Identity,Good,Blue,White,Male,,1.0,1991-11-01,1991.0,marvel
19981,Malachi Oz (Earth-616),Public Identity,Bad,,Grey,Male,,1.0,1991-05-01,1991.0,marvel
19982,Martin Freeman (Earth-616),Public Identity,,,,Male,,1.0,1991-04-01,1991.0,marvel
19983,Marvin Bailey (Earth-616),,Bad,,Black,Male,,1.0,1991-06-01,1991.0,marvel
19984,Mechadoom (Earth-616),Secret Identity,Bad,,,,,1.0,1991-08-01,1991.0,marvel
19985,Michael Shauneghan (Earth-616),Public Identity,Neutral,,Brown,Male,,1.0,1991-02-01,1991.0,marvel
19986,Moth (Earth-616),Secret Identity,Bad,,Black,Female,,1.0,1991-08-01,1991.0,marvel
19987,Myron Schmertz (Earth-616),Secret Identity,Bad,,Auburn,Male,,1.0,1991-03-01,1991.0,marvel
19988,Nanabozho (Earth-616),,,,,Male,,1.0,1991-01-01,1991.0,marvel
19989,Nelson Gruber (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1991-09-01,1991.0,marvel
19990,Nicos Pelletier (Earth-616),,Bad,,Bald,Male,,1.0,1991-05-01,1991.0,marvel
19991,Norm (LMD) (Earth-616),,Bad,,,Male,,1.0,1991-12-01,1991.0,marvel
19992,Olar (Earth-616),,,,,Male,,1.0,1991-09-01,1991.0,marvel
19993,Otto Weiss (Earth-616),,Bad,,,Male,,1.0,1991-06-01,1991.0,marvel
19994,Patty Kurlychek (Earth-616),,Good,,Red,Female,,1.0,1991-03-01,1991.0,marvel
19995,Pinta (Earth-616),Secret Identity,Neutral,,Red,Female,,1.0,1991-05-01,1991.0,marvel
19996,Pixie (Morlocks) (Earth-616),Secret Identity,Neutral,,Brown,Female,,1.0,1991-01-01,1991.0,marvel
19997,Purty Larry (Android) (Earth-616),Secret Identity,Bad,,Blond,,,1.0,1991-08-01,1991.0,marvel
19998,Ree (Earth-616),,Good,,No,Male,,1.0,1991-09-01,1991.0,marvel
19999,Sardan (Earth-616),No Dual Identity,Good,,No,Male,,1.0,1991-09-01,1991.0,marvel
20000,Shalak (Earth-616),,Good,,,Male,,1.0,1991-06-01,1991.0,marvel
20001,Shiv (Gangster) (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1991-06-01,1991.0,marvel
20002,Slambeaux (Android) (Earth-616),Secret Identity,Bad,,Black,,,1.0,1991-08-01,1991.0,marvel
20003,Spear (Chaste) (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1991-09-01,1991.0,marvel
20004,Stinger (Golden Age Angel Foe) (Earth-616),,Bad,,Bald,Male,,1.0,1991-10-01,1991.0,marvel
20005,Surge (Alien) (Earth-616),Secret Identity,Bad,Brown,Black,Male,,1.0,1991-05-01,1991.0,marvel
20006,Suzanne Gaffney (Earth-616),Public Identity,Neutral,,Blond,Female,,1.0,1991-01-01,1991.0,marvel
20007,Tenelle (Earth-616),Secret Identity,Bad,Green,Black,Female,,1.0,1991-09-01,1991.0,marvel
20008,The Composite Being (Earth-616),,,White,Black,Male,,1.0,1991-04-01,1991.0,marvel
20009,Thobadzistshin (Earth-616),,,,Black,Male,,1.0,1991-01-01,1991.0,marvel
20010,Twit (Android) (Earth-616),Secret Identity,Bad,,Brown,,,1.0,1991-08-01,1991.0,marvel
20011,Tyrannus Cordin (Earth-616),Public Identity,Bad,,Bald,Male,,1.0,1991-05-01,1991.0,marvel
20012,Visara (Earth-616),,Bad,,,Male,,1.0,1991-11-01,1991.0,marvel
20013,Warwolf (Cybertek) (Earth-616),Secret Identity,Bad,,,,,1.0,1991-07-01,1991.0,marvel
20014,Wayopex (Earth-616),Secret Identity,Good,,Bald,Male,,1.0,1991-09-01,1991.0,marvel
20015,Windstorm (Earth-616),Secret Identity,Bad,Brown,Blond,Female,,1.0,1991-07-01,1991.0,marvel
20016,Xak (Earth-616),No Dual Identity,Neutral,Yellow,No,,,1.0,1991-07-01,1991.0,marvel
20017,Zalaski (Earth-616),No Dual Identity,Bad,,,Male,,1.0,1991-02-01,1991.0,marvel
20018,Adjunct (Earth-616),Secret Identity,Good,Purple,Purple,Female,,1.0,1992-01-01,1992.0,marvel
20019,Aeish (Earth-616),,,,,Female,,1.0,1992-10-01,1992.0,marvel
20020,Amalgam (Earth-616),Secret Identity,,Red,Black,Female,,1.0,1992-05-01,1992.0,marvel
20021,Amy Brewer (Earth-616),No Dual Identity,Neutral,,Blond,Female,,1.0,1992-02-01,1992.0,marvel
20022,Anatoly Vonya (Earth-616),,Bad,,,Male,,1.0,1992-06-01,1992.0,marvel
20023,Andre (Hydra) (Earth-616),No Dual Identity,Bad,,,Male,,1.0,1992-06-01,1992.0,marvel
20024,Animator (Earth-616),,Bad,,,Male,,1.0,1992-12-01,1992.0,marvel
20025,Arlo Samuelson (Earth-616),,Bad,,Brown,Male,,1.0,1992-09-01,1992.0,marvel
20026,Basenji (Earth-616),Secret Identity,Bad,,Black,Female,,1.0,1992-08-01,1992.0,marvel
20027,Basilisk (Hellbent) (Earth-616),,Bad,,Brown,Male,,1.0,1992-11-01,1992.0,marvel
20028,Bernard LeBranche (Earth-616),Secret Identity,,Brown,,Male,,1.0,1992-06-01,1992.0,marvel
20029,Blackball (Earth-616),,Bad,,,Male,,1.0,1992-09-01,1992.0,marvel
20030,Brain Cell (Kevin) (Earth-616),,,Yellow,Blond,Male,,1.0,1992-09-01,1992.0,marvel
20031,Carlos Alvarez (Earth-616),No Dual Identity,Good,,Black,Male,,1.0,1992-12-01,1992.0,marvel
20032,Chester Harrigan (Earth-616),Public Identity,Good,,Auburn,Male,,1.0,1992-04-01,1992.0,marvel
20033,Cinder (Earth-616),,Bad,,Bald,Male,,1.0,1992-12-01,1992.0,marvel
20034,Clemence Duval (Earth-616),Secret Identity,Bad,,,Female,,1.0,1992-08-01,1992.0,marvel
20035,Corben Rubinstein (Earth-616),Public Identity,Good,,,Male,,1.0,1992-12-01,1992.0,marvel
20036,Creed (Lilin) (Earth-616),Secret Identity,,,Red,Male,,1.0,1992-08-01,1992.0,marvel
20037,Dar Mal Goth (Earth-616),,Bad,,,Male,,1.0,1992-01-01,1992.0,marvel
20038,Eugene Stone (Earth-616),,Bad,,,Male,,1.0,1992-05-01,1992.0,marvel
20039,Gaffney (Earth-8410),Public Identity,Neutral,,Blond,Male,,1.0,1992-03-01,1992.0,marvel
20040,Galen (Earth-616),No Dual Identity,Neutral,,No,Male,,1.0,1992-08-01,1992.0,marvel
20041,Garft (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1992-09-01,1992.0,marvel
20042,Gentle Gregor (Earth-616),,,,,Male,,1.0,1992-08-01,1992.0,marvel
20043,George Chesterford (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1992-08-01,1992.0,marvel
20044,Glomm (Earth-616),Secret Identity,Bad,Red,No,Male,,1.0,1992-04-01,1992.0,marvel
20045,Gloria Justin (Earth-616),,,,,Female,,1.0,1992-05-01,1992.0,marvel
20046,Griefsavor,,Bad,,,,,1.0,1992-12-01,1992.0,marvel
20047,Harvey Glass (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1992-02-01,1992.0,marvel
20048,Holmes (Hydra) (Earth-616),Public Identity,Bad,,,Male,,1.0,1992-06-01,1992.0,marvel
20049,Idnar (Earth-616),,,,,,,1.0,1992-04-01,1992.0,marvel
20050,Ismalda (Earth-616),Public Identity,Bad,,,Female,,1.0,1992-09-01,1992.0,marvel
20051,J. Pennington Pennypacker (Earth-616),,,,,Male,,1.0,1992-07-01,1992.0,marvel
20052,Jacqueline Tavarez (Earth-616),Public Identity,Good,,Black,Female,,1.0,1992-01-01,1992.0,marvel
20053,Jalfaha Dahn (Earth-616),Public Identity,,,,Male,,1.0,1992-11-01,1992.0,marvel
20054,Jan Radar (Earth-616),Secret Identity,Bad,,Blond,Male,,1.0,1992-08-01,1992.0,marvel
20055,Jean Grey (Doppelganger) (Earth-616),Secret Identity,Bad,,Red,Female,,1.0,1992-09-01,1992.0,marvel
20056,Jeter Kan Toon (Earth-616),,Good,,,Male,,1.0,1992-01-01,1992.0,marvel
20057,Joanne Beaubier (Earth-616),Public Identity,Neutral,,,Female,,1.0,1992-03-01,1992.0,marvel
20058,Jonathan Storm (Doppelganger) (Earth-616),,Bad,,,Male,,1.0,1992-06-01,1992.0,marvel
20059,Kevin Wilson (Earth-616),Secret Identity,Bad,,,Male,,1.0,1992-08-01,1992.0,marvel
20060,Kruggar (Earth-616),No Dual Identity,Neutral,,No,Male,,1.0,1992-10-01,1992.0,marvel
20061,Malcolm Codsworth (Earth-616),Public Identity,Neutral,,Red,Male,,1.0,1992-04-01,1992.0,marvel
20062,Mandibus (Earth-616),Public Identity,,,No,Male,,1.0,1992-08-01,1992.0,marvel
20063,Marc Danson (Earth-616),Public Identity,Good,,,Male,,1.0,1992-12-01,1992.0,marvel
20064,Marianne Waters (Earth-616),Public Identity,Good,,Blond,Female,,1.0,1992-08-01,1992.0,marvel
20065,Maxwell Wilson (Earth-616),Public Identity,Bad,Black,Black,Male,,1.0,1992-08-01,1992.0,marvel
20066,MeMe (Morlock) (Earth-616),Secret Identity,Neutral,,,Male,,1.0,1992-09-01,1992.0,marvel
20067,Monte (Earth-616),Secret Identity,Neutral,,Green,Male,,1.0,1992-09-01,1992.0,marvel
20068,Monte Devlin (Earth-616),Secret Identity,Bad,,,Male,,1.0,1992-08-01,1992.0,marvel
20069,Mother-of-Pain,,Bad,,,,,1.0,1992-12-01,1992.0,marvel
20070,Myra Lee Sal (Earth-616),,Good,,,Female,,1.0,1992-01-01,1992.0,marvel
20071,Nikolai Vonya (Earth-616),,Bad,,,Male,,1.0,1992-07-01,1992.0,marvel
20072,Oliver Denton (Earth-616),,,,Black,Male,,1.0,1992-12-01,1992.0,marvel
20073,Omerta (Earth-616),Secret Identity,Good,,Black,Male,,1.0,1992-05-01,1992.0,marvel
20074,Ornette Higgenbotham (Earth-616),Public Identity,,Brown,Black,Male,,1.0,1992-10-01,1992.0,marvel
20075,Ororo Munroe (Doppelganger) (Earth-616),,Bad,,,Female,,1.0,1992-09-01,1992.0,marvel
20076,Pascal Tyler (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1992-12-01,1992.0,marvel
20077,Paul Danvers (Earth-616),Public Identity,Good,,,Male,,1.0,1992-12-01,1992.0,marvel
20078,Paul Trent (Earth-616),,Bad,,,Male,,1.0,1992-02-01,1992.0,marvel
20079,Peter London (Earth-616),Public Identity,,Black,White,Male,,1.0,1992-04-01,1992.0,marvel
20080,Phelix (Earth-616),Secret Identity,Neutral,,White,Male,,1.0,1992-12-01,1992.0,marvel
20081,Phiend (Earth-616),,Bad,,,Male,,1.0,1992-12-01,1992.0,marvel
20082,Phit (Earth-616),,Bad,,,Male,,1.0,1992-12-01,1992.0,marvel
20083,Phlegm (Earth-616),,Bad,,,Male,,1.0,1992-11-01,1992.0,marvel
20084,Phlopp (Earth-616),,Bad,,,Male,,1.0,1992-11-01,1992.0,marvel
20085,Phopp (Earth-616),,Bad,,,Male,,1.0,1992-11-01,1992.0,marvel
20086,Prodigy (Polish) (Earth-616),Secret Identity,,,Blond,Male,,1.0,1992-05-01,1992.0,marvel
20087,Raleigh Chamberlain (Earth-616),,Bad,,,Male,,1.0,1992-12-01,1992.0,marvel
20088,Ravello Medina (Earth-616),Public Identity,Good,,Brown,Male,,1.0,1992-12-01,1992.0,marvel
20089,Reverend Stryker (Power Cult) (Earth-616),,,,Black,Male,,1.0,1992-09-01,1992.0,marvel
20090,Rick McLaurin (Earth-616),Public Identity,Good,,,Male,,1.0,1992-12-01,1992.0,marvel
20091,Roberto Gonzago (Earth-616),No Dual Identity,Good,,Black,Male,,1.0,1992-12-01,1992.0,marvel
20092,Rock Wit Mike (Earth-616),,Good,,,Male,,1.0,1992-01-01,1992.0,marvel
20093,Sandstorm (Earth-616),,,,,Male,,1.0,1992-10-01,1992.0,marvel
20094,Scattershot (Natalya) (Earth-616),Secret Identity,Bad,,,Female,,1.0,1992-06-01,1992.0,marvel
20095,Sean Bernard (Earth-616),Secret Identity,Good,,Brown,Male,,1.0,1992-06-01,1992.0,marvel
20096,Siberion (Earth-616),Secret Identity,Bad,,,Male,,1.0,1992-06-01,1992.0,marvel
20097,Siobhan (Earth-616),No Dual Identity,Neutral,Blue,Blond,Female,,1.0,1992-07-01,1992.0,marvel
20098,Skullcrasher (Earth-616),Secret Identity,Bad,,,Male,,1.0,1992-04-01,1992.0,marvel
20099,Stencil (Maria) (Earth-616),Secret Identity,Good,Blue,Bald,Female,,1.0,1992-11-01,1992.0,marvel
20100,Technocrat (Earth-616),Secret Identity,Bad,Pink,Black,Male,,1.0,1992-02-01,1992.0,marvel
20101,Thanademos (Earth-616),,Bad,,Black,Male,,1.0,1992-09-01,1992.0,marvel
20102,Tilda (Asgardian) (Earth-616),,Good,,Brown,Female,,1.0,1992-11-01,1992.0,marvel
20103,Tongar (Earth-616),,Neutral,,Red,Male,,1.0,1992-11-01,1992.0,marvel
20104,Traci Fields (Earth-616),Public Identity,,,,Female,,1.0,1992-09-01,1992.0,marvel
20105,Ursula (Swiss) (Earth-616),Secret Identity,Good,,Blond,Female,,1.0,1992-05-01,1992.0,marvel
20106,Veronica Stryker (Earth-616),,,,Black,Female,,1.0,1992-09-01,1992.0,marvel
20107,Vibrato (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1992-02-01,1992.0,marvel
20108,White Ninja (Earth-616),,Bad,Blue,,Male,,1.0,1992-02-01,1992.0,marvel
20109,William Baker (Impostor) (Earth-616),Secret Identity,Bad,,Brown,Male,,1.0,1992-09-01,1992.0,marvel
20110,Ygmlosvorraich (Earth-616),,Bad,,,,,1.0,1992-12-01,1992.0,marvel
20111,Yoyo (Hydra) (Earth-616),Public Identity,Bad,,,Male,,1.0,1992-06-01,1992.0,marvel
20112,Zoya Vasilievna (Earth-616),Secret Identity,Good,,,Female,,1.0,1992-11-01,1992.0,marvel
20113,Abahla (Earth-616),Secret Identity,,,Black,Male,,1.0,1993-04-01,1993.0,marvel
20114,Abner Dunson (Earth-616),No Dual Identity,,,,Male,,1.0,1993-05-01,1993.0,marvel
20115,Adahm (Earth-616),No Dual Identity,Bad,Black,Bald,Male,,1.0,1993-10-01,1993.0,marvel
20116,Adrian Eiskalt (Earth-616),No Dual Identity,,Black,Brown,Male,,1.0,1993-09-01,1993.0,marvel
20117,Al Shaitan (Earth-616),,Bad,,Grey,Male,,1.0,1993-04-01,1993.0,marvel
20118,Alan Trent (Earth-616),,Bad,,,Male,,1.0,1993-02-01,1993.0,marvel
20119,Alex Grimond (Earth-616),,,,,Male,,1.0,1993-11-01,1993.0,marvel
20120,Alice (Genosha) (Earth-616),No Dual Identity,Neutral,Brown,Blond,Female,,1.0,1993-04-01,1993.0,marvel
20121,Anakalak (Earth-616),No Dual Identity,,Green,No,Male,,1.0,1993-09-01,1993.0,marvel
20122,Angel of Death (Dark Angel) (Earth-616),Secret Identity,Good,,,Male,,1.0,1993-04-01,1993.0,marvel
20123,Anton Bigelow (Earth-616),,Bad,,Black,Male,,1.0,1993-05-01,1993.0,marvel
20124,Armand Galante (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-06-01,1993.0,marvel
20125,Armando Aviles (Earth-616),,Bad,,Black,Male,,1.0,1993-05-01,1993.0,marvel
20126,Armaziel (Earth-616),,Good,Blue,No,Female,,1.0,1993-10-01,1993.0,marvel
20127,Assassin (Mimeyoshi) (Earth-616),,,,Black,Female,,1.0,1993-07-01,1993.0,marvel
20128,Avram Siegel (Earth-616),,,,,Male,,1.0,1993-04-01,1993.0,marvel
20129,Bald Twins (Earth-616),Secret Identity,Bad,,Bald,Male,,1.0,1993-08-01,1993.0,marvel
20130,Bartholomew Ingrid (Earth-616),No Dual Identity,Bad,Grey,Brown,Male,,1.0,1993-05-01,1993.0,marvel
20131,Baru (Earth-616),,,,Bald,Male,,1.0,1993-05-01,1993.0,marvel
20132,Beetroot (Earth-616),Secret Identity,Neutral,Pink,No,Male,,1.0,1993-02-01,1993.0,marvel
20133,Bisento (Snakeroot) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-10-01,1993.0,marvel
20134,Bison (Warpies) (Earth-616),Secret Identity,,,Brown,Male,,1.0,1993-05-01,1993.0,marvel
20135,Brian Kornfield (Earth-616),Secret Identity,Neutral,Multiple,Blond,Male,,1.0,1993-10-01,1993.0,marvel
20136,Chanda (Earth-616),Secret Identity,,Brown,Black,Male,,1.0,1993-03-01,1993.0,marvel
20137,Charles Amundson (Earth-616),Secret Identity,,,Blond,Male,,1.0,1993-01-01,1993.0,marvel
20138,Charlie Ronalds (Earth-616),Secret Identity,Bad,Red,No,Male,,1.0,1993-05-01,1993.0,marvel
20139,Colin Powell (Earth-616),Public Identity,,Brown,Black,Male,,1.0,1993-05-01,1993.0,marvel
20140,Cool Million (Earth-616),,,Yellow,Black,Male,,1.0,1993-05-01,1993.0,marvel
20141,Corrine Walton (Earth-616),Secret Identity,Neutral,Blue,Black,Female,,1.0,1993-10-01,1993.0,marvel
20142,Cristoph Pfeifer (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-09-01,1993.0,marvel
20143,Cruz (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1993-05-01,1993.0,marvel
20144,Culex (Earth-616),Secret Identity,Bad,Green,,,,1.0,1993-07-01,1993.0,marvel
20145,Dark Legion (Lilin) (Earth-616),Secret Identity,Bad,Yellow,Blond,Male,,1.0,1993-12-01,1993.0,marvel
20146,Dark Tower (Chess Set) (Earth-616),Secret Identity,Bad,,Bald,Male,,1.0,1993-06-01,1993.0,marvel
20147,David Pennant (Earth-616),Secret Identity,Bad,Red,,Male,,1.0,1993-09-01,1993.0,marvel
20148,Delusion (Earth-616),Secret Identity,Bad,,Blond,Male,,1.0,1993-06-01,1993.0,marvel
20149,Denak (Earth-616),,Bad,,No,Male,,1.0,1993-01-01,1993.0,marvel
20150,Dirk Leydon (Earth-616),,Bad,,Blond,Male,,1.0,1993-08-01,1993.0,marvel
20151,Dusk (Hellbent) (Earth-616),,Bad,,Bald,Female,,1.0,1993-12-01,1993.0,marvel
20152,Dyskor (Earth-616),,Bad,,No,Male,,1.0,1993-07-01,1993.0,marvel
20153,Eradikator 6 (Earth-616),,,,,Male,,1.0,1993-10-01,1993.0,marvel
20154,F.T. Strang (Earth-616),Public Identity,,,White,Male,,1.0,1993-08-01,1993.0,marvel
20155,Fabian Nicieza (Earth-616),,Neutral,,,Male,,1.0,1993-05-01,1993.0,marvel
20156,Fizzure (Earth-616),Secret Identity,,,,Male,,1.0,1993-08-01,1993.0,marvel
20157,Flame (Plug-Uglies) (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1993-09-01,1993.0,marvel
20158,Flare (Hellbent) (Earth-616),Secret Identity,,,Brown,Male,,1.0,1993-09-01,1993.0,marvel
20159,Foam (Emil) (Earth-616),Secret Identity,Bad,,Bald,Male,,1.0,1993-09-01,1993.0,marvel
20160,Gabriel Gant (Earth-616),,Bad,,,Male,,1.0,1993-05-01,1993.0,marvel
20161,Garrg (Earth-616),Public Identity,Bad,Grey,Brown,Male,,1.0,1993-09-01,1993.0,marvel
20162,Geoff Monte (Earth-616),Public Identity,Neutral,,Brown,Male,,1.0,1993-10-01,1993.0,marvel
20163,Georgi Luchkov (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1993-08-01,1993.0,marvel
20164,Giant of the Storm (Earth-616),Secret Identity,Bad,White,White,Male,,1.0,1993-08-01,1993.0,marvel
20165,Gina Palumbo (Earth-616),Public Identity,Bad,,Brown,Female,,1.0,1993-05-01,1993.0,marvel
20166,Girth (Lilin) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-12-01,1993.0,marvel
20167,Glagg (Earth-616),Public Identity,Bad,,Bald,Male,,1.0,1993-03-01,1993.0,marvel
20168,Gnash (Earth-616),Secret Identity,,,Bald,Male,,1.0,1993-07-01,1993.0,marvel
20169,Graczia (Earth-616),No Dual Identity,,,,Female,,1.0,1993-03-01,1993.0,marvel
20170,Grim Guardian (Earth-616),,Bad,Blue,Blond,Male,,1.0,1993-01-01,1993.0,marvel
20171,Gus Yaccarino (Earth-616),,Bad,,Black,Male,,1.0,1993-06-01,1993.0,marvel
20172,Hardaway (Cyborg) (Earth-616),,Bad,,,Male,,1.0,1993-10-01,1993.0,marvel
20173,Harold Marks (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-07-01,1993.0,marvel
20174,Harran (Earth-616),Public Identity,Good,Blue,,Male,,1.0,1993-05-01,1993.0,marvel
20175,Harry Kenkoy (Earth-616),,Bad,Brown,Black,Male,,1.0,1993-08-01,1993.0,marvel
20176,Harry Ronalds (Earth-616),,Bad,,Black,Male,,1.0,1993-05-01,1993.0,marvel
20177,Hector (Rapidfire) (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1993-02-01,1993.0,marvel
20178,Hector Sandrose (Earth-616),,Good,,,Male,,1.0,1993-06-01,1993.0,marvel
20179,Holocaust (Earth-616),Secret Identity,Bad,Yellow,No,Male,,1.0,1993-01-01,1993.0,marvel
20180,Infinks (Lilin) (Earth-616),Secret Identity,Bad,,,,,1.0,1993-12-01,1993.0,marvel
20181,Iris (Warpies) (Earth-616),Secret Identity,Neutral,Blue,Brown,Female,,1.0,1993-03-01,1993.0,marvel
20182,James Spencer (Earth-616),Public Identity,Good,,Black,Male,,1.0,1993-07-01,1993.0,marvel
20183,Kalen (Earth-616),Public Identity,Good,Blue,Black,Male,,1.0,1993-05-01,1993.0,marvel
20184,Kao-Gotu Suru (Earth-616),,Bad,,,,,1.0,1993-08-01,1993.0,marvel
20185,Kenneth Sjolin (Earth-616),,,,,Male,,1.0,1993-06-01,1993.0,marvel
20186,Killer Queen (Chess Set) (Earth-616),Secret Identity,Bad,,White,Female,,1.0,1993-06-01,1993.0,marvel
20187,Killjoy (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1993-05-01,1993.0,marvel
20188,King Coal (Chess Set) (Earth-616),Secret Identity,Bad,White,Bald,Male,,1.0,1993-06-01,1993.0,marvel
20189,Kralor (Earth-616),,,,,Male,,1.0,1993-12-01,1993.0,marvel
20190,Kurt Geinstach (Earth-616),Public Identity,,,,Male,,1.0,1993-12-01,1993.0,marvel
20191,Len Arkwright (Earth-616),Public Identity,Good,,Grey,Male,,1.0,1993-10-01,1993.0,marvel
20192,Lenore St. Croix (Earth-616),Secret Identity,Good,Black,Black,Female,,1.0,1993-10-01,1993.0,marvel
20193,Lens (Warpies) (Earth-616),Secret Identity,Neutral,,No,Male,,1.0,1993-03-01,1993.0,marvel
20194,Lisa Beckman (Earth-616),,,,,Female,,1.0,1993-09-01,1993.0,marvel
20195,Louis Banque (Earth-616),,,Red,Brown,Male,,1.0,1993-08-01,1993.0,marvel
20196,Lowdown (Earth-616),Secret Identity,,White,Bald,Male,,1.0,1993-07-01,1993.0,marvel
20197,Macross (Terminus) (Earth-616),Secret Identity,Bad,Brown,Bald,Male,,1.0,1993-06-01,1993.0,marvel
20198,Malvin Umbridge (Earth-616),,Good,,Brown,Male,,1.0,1993-10-01,1993.0,marvel
20199,Manuel Torres (Earth-616),Public Identity,Good,,Black,Male,,1.0,1993-05-01,1993.0,marvel
20200,Mara Arliss (Earth-616),No Dual Identity,Good,Blue,Black,Female,,1.0,1993-01-01,1993.0,marvel
20201,Marcus Grantby-Fox (Earth-616),Public Identity,Bad,Brown,Grey,Male,,1.0,1993-04-01,1993.0,marvel
20202,Matthew Harsh (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-06-01,1993.0,marvel
20203,Megataur (Earth-616),Public Identity,Bad,Red,No,Male,,1.0,1993-12-01,1993.0,marvel
20204,Mister Miracle (Earth-616),,Bad,,,Male,,1.0,1993-04-01,1993.0,marvel
20205,Mitchell Chambers,,,,,Male,,1.0,1993-06-01,1993.0,marvel
20206,Monstrosity (Earth-616),Secret Identity,Bad,,No,Male,,1.0,1993-10-01,1993.0,marvel
20207,Mordechai Kovax (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-07-01,1993.0,marvel
20208,Murmur (Hellbent) (Earth-616),Secret Identity,,,No,Male,,1.0,1993-05-01,1993.0,marvel
20209,Mutate 682 (Earth-616),Secret Identity,Neutral,Red,Bald,Female,,1.0,1993-11-01,1993.0,marvel
20210,Nautak (Earth-616),Public Identity,Bad,,White,Male,,1.0,1993-02-01,1993.0,marvel
20211,Nick Malloy (Earth-616),Secret Identity,Bad,,Blond,Male,,1.0,1993-02-01,1993.0,marvel
20212,Osaku (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-08-01,1993.0,marvel
20213,Over-Knight (Chess Set) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-06-01,1993.0,marvel
20214,Percy van Norton (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1993-05-01,1993.0,marvel
20215,Phil Donahue (Earth-616),Public Identity,Neutral,,White,Male,,1.0,1993-11-01,1993.0,marvel
20216,Prune (Warpies) (Earth-616),Secret Identity,Good,,Bald,Male,,1.0,1993-05-01,1993.0,marvel
20217,Raksasa (Earth-616),Secret Identity,Bad,Red,No,Male,,1.0,1993-05-01,1993.0,marvel
20218,Randall Macklin (Earth-616),Secret Identity,Neutral,,,Male,,1.0,1993-01-01,1993.0,marvel
20219,Reggie Bitters (Earth-616),,,,,Male,,1.0,1993-07-01,1993.0,marvel
20220,Rhonda Monte (Earth-616),Public Identity,Neutral,Blue,Brown,Female,,1.0,1993-10-01,1993.0,marvel
20221,Rico Lazar (Earth-616),Public Identity,Good,Brown,Black,Male,,1.0,1993-05-01,1993.0,marvel
20222,Rigor Mortis (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1993-09-01,1993.0,marvel
20223,Robert Brasman (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-06-01,1993.0,marvel
20224,Robert Nazario (Earth-616),,,,Black,Male,,1.0,1993-06-01,1993.0,marvel
20225,Robin Ronalds (Earth-616),,Bad,Blue,Brown,Female,,1.0,1993-05-01,1993.0,marvel
20226,Sam Yurimoto (Earth-616),Secret Identity,Bad,,,Male,,1.0,1993-05-01,1993.0,marvel
20227,Sammael (Earth-616),Secret Identity,Bad,,No,Male,,1.0,1993-10-01,1993.0,marvel
20228,Samson Rourke (Earth-616),Public Identity,,,,,,1.0,1993-05-01,1993.0,marvel
20229,Sara Harrington (Earth-616),Public Identity,,Blue,Red,Female,,1.0,1993-08-01,1993.0,marvel
20230,Scan (Earth-616),Secret Identity,Neutral,,No,Male,,1.0,1993-03-01,1993.0,marvel
20231,Scope (Warpies) (Earth-616),Secret Identity,Neutral,Orange,No,Male,,1.0,1993-03-01,1993.0,marvel
20232,Serene Miami (Earth-616),Secret Identity,Neutral,,,Female,,1.0,1993-06-01,1993.0,marvel
